,text,intent
171,Tell me what’s important in this sound clip,voice_summary
172,Can you summarize this voice for me?,voice_summary
173,Let me know what this audio is about,voice_summary
174,Give a short explanation of the voice clip,voice_summary
175,Could you summarize the ideas expressed in this clip?,voice_summary
176,Break this recording into key ideas,voice_summary
177,Tell me what’s happening in this audio,voice_summary
178,I want the short version of this audio’s content,voice_summary
179,Could you quickly tell me what this audio says?,voice_summary
180,Please give the key points of this voice file,voice_summary
181,I need a concise summary of this voice memo,voice_summary
182,Tell me the summary of this conversation,voice_summary
183,Highlight the important content from this audio,voice_summary
184,Just a quick idea of what this voice recording is,voice_summary
185,Can you tell me the summary of this voice?,voice_summary
186,Summarize this voice memo in simple terms,voice_summary
187,What is this person saying overall?,voice_summary
188,Please explain what’s going on in this clip,voice_summary
189,Get me the crux of this voice note,voice_summary
190,Can you summarize the voice note for me?,voice_summary
191,Give me a brief on what’s being said in this voice message,voice_summary
192,Please shorten this audio into a summary,voice_summary
193,I'd like to know what’s being talked about in the voice clip,voice_summary
194,Extract the main message from this recording,voice_summary
195,Provide a short description of this audio,voice_summary
196,Summarize what the person is saying,voice_summary
197,"Just the important parts from this audio, please",voice_summary
198,What are the key points from this voice?,voice_summary
199,Turn this voice message into a short summary,voice_summary
200,Help me get a quick understanding of this audio,voice_summary
201,What’s the main content in this audio?,voice_summary
202,Condense this voice message into key ideas,voice_summary
203,Summarize the audio content clearly,voice_summary
204,Give a summary of what’s spoken in the voice,voice_summary
205,Provide a summary of this speech,voice_summary
206,What does the speaker say in summary?,voice_summary
207,Give a concise breakdown of the recording,voice_summary
208,Turn this voice into a short note,voice_summary
209,Tell me briefly what this audio is about,voice_summary
210,What are they discussing in this voice message?,voice_summary
211,Help me understand the core idea of the voice file,voice_summary
212,Summarize the discussion in this recording,voice_summary
213,Could you list the main points from the voice clip?,voice_summary
214,I need a quick summary of this audio note,voice_summary
215,What are the highlights of this voice?,voice_summary
216,Tell me the gist of this voice message,voice_summary
217,Briefly explain the content of this audio,voice_summary
218,Help me figure out what’s being said here,voice_summary
219,Can you put this audio in a nutshell?,voice_summary
220,What’s the takeaway from this audio?,voice_summary
221,Can you tell me the essence of this voice clip?,voice_summary
222,Summarize what the speaker is talking about,voice_summary
223,Help me catch the main idea from this recording,voice_summary
224,Give me the highlights of this voice memo,voice_summary
225,Extract the core message of this audio,voice_summary
226,What does the voice clip convey overall?,voice_summary
227,Tell me what this person is trying to say,voice_summary
228,I want a summary of what was said,voice_summary
229,What’s the audio file about?,voice_summary
230,Summarize the topic discussed in this audio,voice_summary
231,Give me a rundown of this voice message,voice_summary
232,What’s the speaker trying to communicate?,voice_summary
233,Shorten this audio to its key message,voice_summary
234,What is the speaker saying in short?,voice_summary
235,Break this audio down to its key insights,voice_summary
236,Tell me what’s being discussed,voice_summary
237,Can you simplify this voice message?,voice_summary
238,Give the audio's meaning in brief,voice_summary
239,Tell me the key discussion from this voice,voice_summary
240,Capture the summary of this audio clip,voice_summary
241,Can you share a short overview of this voice recording?,voice_summary
242,Provide a summary of what’s said here,voice_summary
243,What’s the brief idea of this voice note?,voice_summary
244,Summarize this for me in one line,voice_summary
245,Explain briefly what this recording says,voice_summary
246,I just want to know what they are talking about,voice_summary
247,What is discussed in this voice clip?,voice_summary
248,Can you give the overview of this audio?,voice_summary
249,Break down this voice memo in short,voice_summary
250,I need the central idea from this audio,voice_summary
251,What’s the person talking about in general?,voice_summary
252,Summarize this speech message,voice_summary
253,Convert this voice to key takeaways,voice_summary
254,What are the key elements of this voice?,voice_summary
255,What’s the content of this voice note?,voice_summary
256,Brief me on this voice clip,voice_summary
257,List the primary message of this audio,voice_summary
258,Can you pull out the main idea?,voice_summary
259,Give me the short version of this recording,voice_summary
260,What are they trying to explain?,voice_summary
261,Can you summarize the subject of this audio?,voice_summary
262,Let me know the conclusion of this audio,voice_summary
263,Extract the essential points,voice_summary
264,Give a to-the-point summary,voice_summary
265,Summarize the important information,voice_summary
266,What does this audio mainly talk about?,voice_summary
267,Help me quickly understand this voice note,voice_summary
268,Tell me the important topics mentioned,voice_summary
269,I need a small note on this voice message,voice_summary
270,Capture the summary in 1-2 lines,voice_summary
271,Point out the major themes of the audio,voice_summary
272,What are the speaker’s key arguments?,voice_summary
273,Can you make this audio more digestible?,voice_summary
274,Give me the quick points,voice_summary
275,What’s the voice all about?,voice_summary
276,Provide quick notes from the voice memo,voice_summary
277,Summarize this speech recording,voice_summary
278,Give a brief summary in plain words,voice_summary
279,Share what’s being said without the extra detail,voice_summary
280,Highlight the summary points,voice_summary
281,Make this voice content easy to understand,voice_summary
282,Can you give me a 2-line summary?,voice_summary
283,Condense this audio into essentials,voice_summary
284,Can you give the conclusion of this voice file?,voice_summary
285,Just want the gist of this clip,voice_summary
286,Outline the main discussion here,voice_summary
287,I need to know the context of this audio,voice_summary
288,Pull out the main statements,voice_summary
289,What’s the audio’s intent?,voice_summary
290,Extract a few key lines that summarize this,voice_summary
291,What’s the point being made here?,voice_summary
292,Tell me what to understand from this voice,voice_summary
293,I need the summarized version of this,voice_summary
294,Help me grasp the message quickly,voice_summary
295,Boil this down to the basics,voice_summary
296,Give a brief message summary,voice_summary
297,Condense this message for clarity,voice_summary
298,Share a small explanation of what’s said,voice_summary
299,Can you explain this audio in a few words?,voice_summary
300,Interpret the message in summary form,voice_summary
301,Write a few lines summarizing this voice,voice_summary
302,Give a compact version of the discussion,voice_summary
303,Tell me what to know from this audio,voice_summary
304,What’s the final takeaway from the audio?,voice_summary
305,I need a crisp version of this audio,voice_summary
306,Give the short form of what was said,voice_summary
307,Can you help summarize this in points?,voice_summary
308,What should I understand from this clip?,voice_summary
309,Summarize this in a few bullet points,voice_summary
310,Give a short extract of the voice file,voice_summary
311,What’s the meaning of this recording?,voice_summary
312,Summarize this conversation for me,voice_summary
313,Help me find the main focus of the audio,voice_summary
314,Tell me what this talk is centered on,voice_summary
315,Provide a light summary of the content,voice_summary
316,Write a few words on what the audio is about,voice_summary
317,Can you share what’s said in brief?,voice_summary
318,What’s the key takeaway from this?,voice_summary
319,Tell me what was spoken about,voice_summary
320,Extract and share the summary,voice_summary
321,Summarize this audio in simple terms,voice_summary
322,What is this audio generally saying?,voice_summary
323,Give me a summary explanation of the voice message,voice_summary
324,Explain briefly what’s discussed in this audio clip,voice_summary
325,Tell me the essence of what I’m hearing,voice_summary
326,Make this voice message easy to understand,voice_summary
327,Can you summarize the voice recording?,voice_summary
328,Condense the message in this voice clip,voice_summary
329,"Quick summary of this conversation, please",voice_summary
330,Wrap up the voice clip content for me,voice_summary
331,Break down this voice message into a short description,voice_summary
332,Need a summary note of this voice,voice_summary
333,Write down the main message from this audio,voice_summary
334,Can you tell me what this speaker is getting at?,voice_summary
335,What’s the short version of this message?,voice_summary
336,Capture the important message from this audio,voice_summary
337,Provide a small recap of the audio,voice_summary
338,Summarize the vocal message here,voice_summary
339,Tell me what the speaker is conveying,voice_summary
340,I want a quick summary of the content,voice_summary
341,What did the person talk about?,voice_summary
342,Boil this voice note down to a few points,voice_summary
343,Distill this voice content into main ideas,voice_summary
344,What are the major insights from this voice recording?,voice_summary
345,Help me understand what the audio says,voice_summary
346,"Short explanation of this audio, please",voice_summary
347,Put this audio into a few sentences,voice_summary
348,What’s this speaker explaining?,voice_summary
349,Tell me briefly what this person said,voice_summary
350,I need a TL;DR for this voice clip,voice_summary
351,Give a quick brief on the voice message,voice_summary
352,Compress this audio into summary form,voice_summary
353,Break down what was said here,voice_summary
354,Convert this long voice to a few sentences,voice_summary
355,Tell me the voice content concisely,voice_summary
356,Summarize the talk in this recording,voice_summary
357,What is the person trying to tell us?,voice_summary
358,Outline what was spoken,voice_summary
359,Give a short recap of the speaker’s points,voice_summary
360,Please summarize this audio clip fast,voice_summary
361,I want a fast summary of this voice message,voice_summary
362,Turn this speech into summary format,voice_summary
363,Make this long audio brief,voice_summary
364,Give me the audio's crux,voice_summary
365,Highlight the speaker’s message,voice_summary
366,Pick out the top lines from the audio,voice_summary
367,Share the takeaway from this voice clip,voice_summary
368,I need a one-liner from this voice note,voice_summary
369,What’s the important idea conveyed?,voice_summary
370,Briefly explain what’s in this voice memo,voice_summary
371,Short summary of the audio message,voice_summary
372,What's this audio content about in short?,voice_summary
373,Share the short conclusion of the audio,voice_summary
374,List the speaker’s points in short,voice_summary
375,Can I get a summary breakdown?,voice_summary
376,What’s the overall message of the voice?,voice_summary
377,Help summarize the topic of discussion,voice_summary
378,Voice summary needed,voice_summary
379,Audio gist please,voice_summary
380,Summarize recording,voice_summary
381,Key takeaway from this message?,voice_summary
382,What is he/she discussing here?,voice_summary
383,Overview of the audio,voice_summary
384,Extract voice highlights,voice_summary
385,Main focus of the audio,voice_summary
386,Summary of audio speech,voice_summary
387,Tell me the brief of this voice,voice_summary
388,What did they mean in this clip?,voice_summary
389,Interpret this audio message shortly,voice_summary
390,Make a short paragraph from this audio,voice_summary
391,List important discussion points,voice_summary
392,Make this voice note understandable in short,voice_summary
393,What’s being expressed in the voice?,voice_summary
394,Translate this audio into a summary,voice_summary
395,Quick interpretation of this clip,voice_summary
396,Give short key notes from this audio,voice_summary
397,Voice to summary conversion please,voice_summary
398,Speaker's message in one line?,voice_summary
399,Audio summary output,voice_summary
400,Voice content summarized,voice_summary
401,Tell me the voice message meaning,voice_summary
402,Extract speaker’s motive,voice_summary
403,What’s conveyed in the audio clip?,voice_summary
404,Simplify this audio message,voice_summary
405,Tell me the central idea,voice_summary
406,What’s being explained?,voice_summary
407,Create a mini-summary of the voice,voice_summary
408,Write a small review of this audio,voice_summary
409,What’s the message content?,voice_summary
410,Voice to text summary required,voice_summary
411,Main points in brief?,voice_summary
412,Audio explained briefly,voice_summary
413,Short outline of this voice,voice_summary
414,Convert voice file to summary,voice_summary
415,Speaker’s words summarized,voice_summary
416,What’s the short story behind this voice?,voice_summary
417,Explain what’s being talked about,voice_summary
418,Give concise interpretation of the voice,voice_summary
419,Narrate this audio in a line,voice_summary
420,What is the overall message of this voice?,voice_summary
421,Give me a simple explanation of the audio,voice_summary
422,Can you tell me what’s being talked about?,voice_summary
423,Please condense the content of this voice note,voice_summary
424,Summarize what’s being conveyed here,voice_summary
425,Give me a summary without the fluff,voice_summary
426,I just want the summary of this voice clip,voice_summary
427,Help me understand what the speaker is saying,voice_summary
428,Can you tell me the topic of this audio?,voice_summary
429,Summarize this voice message in 2 lines,voice_summary
430,Extract a concise summary from this voice,voice_summary
431,Tell me what this audio is mainly about,voice_summary
432,What are the main takeaways from this recording?,voice_summary
433,Briefly explain the contents of this audio,voice_summary
434,Can you outline the core ideas in this clip?,voice_summary
435,Give me an overview of what’s being said,voice_summary
436,Summarize the speech in simple terms,voice_summary
437,What’s the most important point in this audio?,voice_summary
438,List down what the speaker is highlighting,voice_summary
439,Can I get a summary of this audio message?,voice_summary
440,Explain what this voice note is talking about,voice_summary
441,What is the essential summary here?,voice_summary
442,Tell me the focus of this conversation,voice_summary
443,Quickly summarize what’s being discussed,voice_summary
444,Give a snapshot of this voice recording,voice_summary
445,Can you provide a gist of the audio?,voice_summary
446,I need the voice note’s core meaning,voice_summary
447,What’s the discussion mainly covering?,voice_summary
448,Share the summary of this voice in a few lines,voice_summary
449,Help me extract the essence of this speech,voice_summary
450,Tell me what this voice is essentially saying,voice_summary
451,Can you extract the conclusion of this clip?,voice_summary
452,Summarize what this person is trying to explain,voice_summary
453,What is the highlight of the audio?,voice_summary
454,Break it down and give the main idea,voice_summary
455,Can you quickly tell me what this is about?,voice_summary
456,Give the key summary of what’s recorded,voice_summary
457,Help me with a short description of the audio,voice_summary
458,What’s the basic idea conveyed?,voice_summary
459,Tell me what message this clip conveys,voice_summary
460,What’s the message in a nutshell?,voice_summary
461,Can you help me understand this in brief?,voice_summary
462,Highlight the important points discussed,voice_summary
463,Share what this voice clip mainly covers,voice_summary
464,Give me a very short recap of this audio,voice_summary
465,Summarize the entire voice message,voice_summary
466,What’s the conversation mainly about?,voice_summary
467,Extract and outline the key points,voice_summary
468,What do I need to understand from this?,voice_summary
469,Give a plain English summary of this,voice_summary
470,What’s the person trying to highlight here?,voice_summary
471,Extract key points in bullet form,voice_summary
472,Give a summary that captures the voice’s intent,voice_summary
473,Tell me the essence without much detail,voice_summary
474,I want just the main idea of this message,voice_summary
475,Help me extract key facts from the audio,voice_summary
476,Share the key takeaway in one sentence,voice_summary
477,Can you distill the message of this recording?,voice_summary
478,What’s the speaker’s core message?,voice_summary
479,Give me the meat of the message,voice_summary
480,Summarize what the person is trying to get across,voice_summary
481,Explain this voice in the simplest way,voice_summary
482,What should I take away from this recording?,voice_summary
483,What are the primary take-home points?,voice_summary
484,Can you summarize the recording's contents?,voice_summary
485,Just give me the core discussion,voice_summary
486,What idea is being shared in this voice?,voice_summary
487,I need a brief on this clip,voice_summary
488,What’s the underlying message of this audio?,voice_summary
489,Can you break this voice down simply?,voice_summary
490,Give the general idea in a short paragraph,voice_summary
491,Summarize this voice with key highlights,voice_summary
492,What should I learn from this voice?,voice_summary
493,What is the audio’s main talking point?,voice_summary
494,Can you help decode this voice into summary?,voice_summary
495,I need to know what the speaker meant,voice_summary
496,Boil the audio down to a few lines,voice_summary
497,Summarize this like a news headline,voice_summary
498,Give the short and simple message,voice_summary
499,Tell me the takeaway in plain terms,voice_summary
500,Highlight only the essential parts,voice_summary
501,What is the speaker’s message in short?,voice_summary
502,Summarize this without the technicalities,voice_summary
503,Help me figure out the important message,voice_summary
504,What does this recording aim to express?,voice_summary
505,Just want to know the big picture,voice_summary
506,Sum this voice up in a few key phrases,voice_summary
507,What is the main intent of this voice note?,voice_summary
508,What’s the discussion summary here?,voice_summary
509,Provide a simplified overview of this audio,voice_summary
510,What does the person want to communicate?,voice_summary
511,Can you recap what’s been said?,voice_summary
512,Just share what matters from this message,voice_summary
513,Tell me what this message boils down to,voice_summary
514,What’s the summary explanation?,voice_summary
515,Give me a quick note about this clip,voice_summary
516,Help extract what the speaker really means,voice_summary
517,Give the heart of the discussion,voice_summary
518,Summarize the audio for quick reading,voice_summary
519,Briefly tell me what the speaker is saying,voice_summary
520,Need a summary of this audio speech,voice_summary
521,Quickly summarize the conversation in this voice message,voice_summary
522,Can you summarize the points discussed in this voice?,voice_summary
523,I'd like a short description of the voice content,voice_summary
524,"Voice is too long, just give me the summary",voice_summary
525,Capture the key parts of this voice message,voice_summary
526,Short version of what was said in the voice,voice_summary
527,Provide a voice note summary,voice_summary
528,Summarize this message from the speaker,voice_summary
529,Give me a quick explanation of what’s in this voice,voice_summary
530,I want to know what this voice clip is about,voice_summary
531,Short summary of the spoken message,voice_summary
532,Reduce this voice content to 2 lines,voice_summary
533,What are they mainly saying in this clip?,voice_summary
534,Tell me the idea in this voice file,voice_summary
535,What's the summary from this voice audio?,voice_summary
536,Give me a high-level overview of this voice,voice_summary
537,What's the voice about in summary form?,voice_summary
538,What’s the short gist of this voice?,voice_summary
539,Summarize the voice info,voice_summary
540,Give me the voice message highlights,voice_summary
541,Short overview of this voice chat,voice_summary
542,Key points from this voice message please,voice_summary
543,Make a digest from the voice clip,voice_summary
544,Can you give me a capsule version of this?,voice_summary
545,Voice summary in bullet points?,voice_summary
546,Summarize the voice into 3 key points,voice_summary
547,What did the speaker convey in brief?,voice_summary
548,Help me understand this audio quickly,voice_summary
549,Extract the core message from this voice,voice_summary
550,Turn this voice note into a brief summary,voice_summary
551,I need a summarized version of this voice,voice_summary
552,Explain what this person is saying in brief,voice_summary
553,Voice summarization request,voice_summary
554,Turn long audio into a summary,voice_summary
555,Give me a clear and concise summary of this,voice_summary
556,Condense the speaker’s words,voice_summary
557,What's the voice summary in 1-2 lines?,voice_summary
558,Voice recording — what’s it about?,voice_summary
559,Shortly describe the contents of the voice note,voice_summary
560,Highlight the key points in this voice,voice_summary
561,What’s the short message in the clip?,voice_summary
562,Get me a compressed version of the audio message,voice_summary
563,Speaker summary needed,voice_summary
564,Tell me what the clip is communicating,voice_summary
565,Summarize this voice log,voice_summary
566,Outline the audio into short form,voice_summary
567,Reduce audio conversation to main points,voice_summary
568,Voice content in 2-3 lines summary,voice_summary
569,Speaker's intention in short,voice_summary
570,Quick overview of the voice talk,voice_summary
571,Audio message summary for notes,voice_summary
572,Need executive summary of this voice,voice_summary
573,Voice explanation summarized,voice_summary
574,Voice summary in short form,voice_summary
575,Can you brief the voice note?,voice_summary
576,Abridged form of the voice message,voice_summary
577,Summarized explanation of the voice,voice_summary
578,Short form of the voice content,voice_summary
579,Distilled version of this voice talk,voice_summary
580,Wrap up this voice message in a short note,voice_summary
581,Give me a capsule summary of the voice,voice_summary
582,Short narration of the voice,voice_summary
583,Compressed voice message info,voice_summary
584,"In a few words, what’s in this voice file?",voice_summary
585,Audio to bullet points summary,voice_summary
586,Simplified version of the speaker's message,voice_summary
587,Quick recap of the voice,voice_summary
588,Concise voice information summary,voice_summary
589,What's the key takeaway from this voice?,voice_summary
590,Summarize the voice discussion,voice_summary
591,Can you compress this speaker’s ideas?,voice_summary
592,Main message from this voice audio,voice_summary
593,Squeeze this voice into summary,voice_summary
594,Short breakdown of the audio,voice_summary
595,What's the summary paragraph for this voice?,voice_summary
596,What’s the key message inside this clip?,voice_summary
597,Voice message summarized into one line,voice_summary
598,Rephrase and summarize the voice,voice_summary
599,Speaker’s speech into summary,voice_summary
600,Shorten this voice message to its essence,voice_summary
601,Convert voice speech into small summary,voice_summary
602,Pull out the main summary from this voice,voice_summary
603,Voice topic summarized,voice_summary
604,What’s being conveyed overall?,voice_summary
605,Summarize speech into 2 lines,voice_summary
606,Condensed speaker explanation,voice_summary
607,Voice memo brief,voice_summary
608,Short message outline from the speaker,voice_summary
609,What are the few key points in this voice?,voice_summary
610,Make a quick summary statement,voice_summary
611,Speaker message extraction,voice_summary
612,Voice clip idea summary,voice_summary
613,Give me a short summary idea from this voice,voice_summary
614,Give me the final thoughts of this voice note.,voice_summary
615,What was the crux of this recording?,voice_summary
616,Give the summary in layman’s terms.,voice_summary
617,Extract the summary message from the voice note.,voice_summary
618,What’s the message this audio is delivering?,voice_summary
619,Can you tell me the gist in one line?,voice_summary
620,What’s the essence of the speaker’s message?,voice_summary
621,Can you decode and summarize the voice?,voice_summary
622,Write a summary sentence for this audio.,voice_summary
623,Can you explain this voice briefly?,voice_summary
624,Break down this message into a short summary.,voice_summary
625,Highlight what matters in this recording.,voice_summary
626,Help me get the idea of this voice file.,voice_summary
627,Give me a short recap of this voice clip.,voice_summary
628,What’s the voice note trying to tell us?,voice_summary
629,Can you extract and summarize the voice idea?,voice_summary
630,Can you tell me what’s conveyed here?,voice_summary
631,Describe the message briefly.,voice_summary
632,Provide the core of what’s being discussed.,voice_summary
633,Give me the distilled message.,voice_summary
634,Share a summary snippet of the audio.,voice_summary
635,Give me a quick overview of what’s being said.,voice_summary
636,Can you give me a brief about this voice note?,voice_summary
637,Tell me what this audio is mainly expressing.,voice_summary
638,Give the briefest form of this message.,voice_summary
639,Pick out the important info and summarize.,voice_summary
640,Summarize this voice chat.,voice_summary
641,What does this voice message boil down to?,voice_summary
642,Extract the top points from this voice.,voice_summary
643,What was the speaker mainly emphasizing?,voice_summary
644,What conclusion can we draw from the audio?,voice_summary
645,Tell me what to note from this voice clip.,voice_summary
646,Give the key facts from this voice file.,voice_summary
647,What’s the concise idea of this audio clip?,voice_summary
648,Can you summarize this voice log?,voice_summary
649,What theme is the speaker touching on?,voice_summary
650,Share the compact interpretation.,voice_summary
651,Can you provide a summary insight?,voice_summary
652,List the summary in easy words.,voice_summary
653,Can you distill this audio to essentials?,voice_summary
654,Help simplify the voice message.,voice_summary
655,Can you tell the outcome of the discussion?,voice_summary
656,Write a one-line summary of the audio.,voice_summary
657,I just want the summary line.,voice_summary
658,Outline the content in a few words.,voice_summary
659,Give the core message of this voice clip.,voice_summary
660,Provide key notes from this recording.,voice_summary
661,Tell me what to take away from the message.,voice_summary
662,Give me the final idea from the audio.,voice_summary
663,Tell me the condensed message here.,voice_summary
664,Help me get the speaker's point across quickly.,voice_summary
665,Give a summarized version of this recording.,voice_summary
666,Can you shorten this to just the essentials?,voice_summary
667,What was the talk mostly about?,voice_summary
668,Distill the content into a short takeaway.,voice_summary
669,Highlight only the important words.,voice_summary
670,Briefly explain the voice message.,voice_summary
671,Extract just the insights from the voice.,voice_summary
672,What’s the key message from the talk?,voice_summary
673,Give me a quick breakdown of the voice.,voice_summary
674,Explain the meaning behind this recording.,voice_summary
675,Summarize this without any fluff.,voice_summary
676,Tell me what matters most in this audio.,voice_summary
677,Condense this voice file to the main point.,voice_summary
