,Unnamed: 0,text,intent
93,93,please help me with a summary of this clip,voice_summary
94,94,what is the speaker talking about here,voice_summary
95,95,whats the core message of this voice file,voice_summary
96,96,condense this audio into a few points,voice_summary
97,97,summarize what im hearing in this recording,voice_summary
98,98,wrap up the content of this voice message,voice_summary
99,99,can you give a tldr of this recording,voice_summary
100,100,whats the summary of this talk,voice_summary
101,101,capture the main content from this voice file,voice_summary
102,102,explain this audio in simple terms,voice_summary
103,103,whats the narration about in this clip,voice_summary
104,104,id like a gist of what this recording says,voice_summary
105,105,tell me what this speaker is explaining,voice_summary
106,106,quick overview of this voice memo,voice_summary
107,107,whats this speaker talking about,voice_summary
108,108,could you wrap this audio up in a few words,voice_summary
109,109,break this down and tell me the main parts,voice_summary
110,110,give a quick explanation of this audio file,voice_summary
111,111,summarize this voice clip in one line,voice_summary
112,112,i need a short summary of the recording,voice_summary
113,113,break down the content of this audio,voice_summary
114,114,whats the speaker talking about in this file,voice_summary
115,115,give me the main highlights of this audio,voice_summary
116,116,can you summarize what was said in this recording,voice_summary
117,117,tell me what this audio is explaining,voice_summary
118,118,id like a summary of the voice message,voice_summary
119,119,provide a quick recap of this audio note,voice_summary
120,120,give an overview of the discussion in this audio,voice_summary
121,121,summarize the topic covered in this voice clip,voice_summary
122,122,give me a brief of whats in this audio,voice_summary
123,123,whats being said in this audio message,voice_summary
124,124,give me a voice summary from this file,voice_summary
125,125,whats this voice file all about,voice_summary
126,126,summarize the main ideas from the audio clip,voice_summary
127,127,explain what this voice note is talking about,voice_summary
128,128,whats the subject of this sound file,voice_summary
129,129,i want a summary of this audio,voice_summary
130,130,whats the voice file trying to convey,voice_summary
131,131,summarize what was discussed in this voice message,voice_summary
132,132,extract a summary from this audio clip,voice_summary
133,133,tell me what the person is saying in this voice note,voice_summary
134,134,get me the summary of this podcast audio,voice_summary
135,135,can you provide a concise summary of this audio,voice_summary
136,136,summarize this speech recording,voice_summary
137,137,tell me the essence of this voice clip,voice_summary
138,138,whats the short version of this recording,voice_summary
139,139,give a recap of this audio content,voice_summary
140,140,what is this person talking about,voice_summary
141,141,whats the main idea of this voice message,voice_summary
142,142,summarize the voice file in plain terms,voice_summary
143,143,provide a brief explanation of this audio,voice_summary
144,144,i just need the key points from this voice note,voice_summary
145,145,explain this audio in short,voice_summary
146,146,whats covered in this recording,voice_summary
147,147,give me a short interpretation of this voice memo,voice_summary
148,148,whats the central message of this audio,voice_summary
149,149,whats the overview of this speech clip,voice_summary
150,150,can you sum up this sound clip,voice_summary
151,151,whats the content of this voice file,voice_summary
152,152,tell me the main subject of the audio,voice_summary
153,153,get a voice summary from this uploaded audio,voice_summary
154,154,whats said in the uploaded voice clip,voice_summary
155,155,give a concise explanation of this spoken content,voice_summary
156,156,what information is shared in this voice recording,voice_summary
157,157,summarize this audio content quickly,voice_summary
158,158,whats the conclusion of this voice note,voice_summary
159,159,can i get a quick summary of whats said here,voice_summary
160,160,whats being conveyed in this audio file,voice_summary
161,161,can you tell me the main idea in this voice message,voice_summary
162,162,id like a short summary of this voice clip,voice_summary
163,163,please interpret the audio and summarize it,voice_summary
164,164,can you break down this speech into key points,voice_summary
165,165,whats this voice message saying in brief,voice_summary
166,166,please extract the essence of the audio,voice_summary
167,167,give me the outline of this voice recording,voice_summary
168,168,help me understand what this person is talking about,voice_summary
169,169,whats the general topic in this audio clip,voice_summary
170,170,summarize whats discussed in the recording,voice_summary
171,171,tell me whats important in this sound clip,voice_summary
172,172,can you summarize this voice for me,voice_summary
173,173,let me know what this audio is about,voice_summary
174,174,give a short explanation of the voice clip,voice_summary
175,175,could you summarize the ideas expressed in this clip,voice_summary
176,176,break this recording into key ideas,voice_summary
177,177,tell me whats happening in this audio,voice_summary
178,178,i want the short version of this audios content,voice_summary
179,179,could you quickly tell me what this audio says,voice_summary
180,180,please give the key points of this voice file,voice_summary
181,181,i need a concise summary of this voice memo,voice_summary
182,182,tell me the summary of this conversation,voice_summary
183,183,highlight the important content from this audio,voice_summary
184,184,just a quick idea of what this voice recording is,voice_summary
185,185,can you tell me the summary of this voice,voice_summary
186,186,summarize this voice memo in simple terms,voice_summary
187,187,what is this person saying overall,voice_summary
188,188,please explain whats going on in this clip,voice_summary
189,189,get me the crux of this voice note,voice_summary
190,190,can you summarize the voice note for me,voice_summary
191,191,give me a brief on whats being said in this voice message,voice_summary
192,192,please shorten this audio into a summary,voice_summary
193,193,id like to know whats being talked about in the voice clip,voice_summary
194,194,extract the main message from this recording,voice_summary
195,195,provide a short description of this audio,voice_summary
196,196,summarize what the person is saying,voice_summary
197,197,just the important parts from this audio please,voice_summary
198,198,what are the key points from this voice,voice_summary
199,199,turn this voice message into a short summary,voice_summary
200,200,help me get a quick understanding of this audio,voice_summary
201,201,whats the main content in this audio,voice_summary
202,202,condense this voice message into key ideas,voice_summary
203,203,summarize the audio content clearly,voice_summary
204,204,give a summary of whats spoken in the voice,voice_summary
205,205,provide a summary of this speech,voice_summary
206,206,what does the speaker say in summary,voice_summary
207,207,give a concise breakdown of the recording,voice_summary
208,208,turn this voice into a short note,voice_summary
209,209,tell me briefly what this audio is about,voice_summary
210,210,what are they discussing in this voice message,voice_summary
211,211,help me understand the core idea of the voice file,voice_summary
212,212,summarize the discussion in this recording,voice_summary
213,213,could you list the main points from the voice clip,voice_summary
214,214,i need a quick summary of this audio note,voice_summary
215,215,what are the highlights of this voice,voice_summary
216,216,tell me the gist of this voice message,voice_summary
217,217,briefly explain the content of this audio,voice_summary
218,218,help me figure out whats being said here,voice_summary
219,219,can you put this audio in a nutshell,voice_summary
220,220,whats the takeaway from this audio,voice_summary
221,221,can you tell me the essence of this voice clip,voice_summary
222,222,summarize what the speaker is talking about,voice_summary
223,223,help me catch the main idea from this recording,voice_summary
224,224,give me the highlights of this voice memo,voice_summary
225,225,extract the core message of this audio,voice_summary
226,226,what does the voice clip convey overall,voice_summary
227,227,tell me what this person is trying to say,voice_summary
228,228,i want a summary of what was said,voice_summary
229,229,whats the audio file about,voice_summary
230,230,summarize the topic discussed in this audio,voice_summary
231,231,give me a rundown of this voice message,voice_summary
232,232,whats the speaker trying to communicate,voice_summary
233,233,shorten this audio to its key message,voice_summary
234,234,what is the speaker saying in short,voice_summary
235,235,break this audio down to its key insights,voice_summary
236,236,tell me whats being discussed,voice_summary
237,237,can you simplify this voice message,voice_summary
238,238,give the audios meaning in brief,voice_summary
239,239,tell me the key discussion from this voice,voice_summary
240,240,capture the summary of this audio clip,voice_summary
241,241,can you share a short overview of this voice recording,voice_summary
242,242,provide a summary of whats said here,voice_summary
243,243,whats the brief idea of this voice note,voice_summary
244,244,summarize this for me in one line,voice_summary
245,245,explain briefly what this recording says,voice_summary
246,246,i just want to know what they are talking about,voice_summary
247,247,what is discussed in this voice clip,voice_summary
248,248,can you give the overview of this audio,voice_summary
249,249,break down this voice memo in short,voice_summary
250,250,i need the central idea from this audio,voice_summary
251,251,whats the person talking about in general,voice_summary
252,252,summarize this speech message,voice_summary
253,253,convert this voice to key takeaways,voice_summary
254,254,what are the key elements of this voice,voice_summary
255,255,whats the content of this voice note,voice_summary
256,256,brief me on this voice clip,voice_summary
257,257,list the primary message of this audio,voice_summary
258,258,can you pull out the main idea,voice_summary
259,259,give me the short version of this recording,voice_summary
260,260,what are they trying to explain,voice_summary
261,261,can you summarize the subject of this audio,voice_summary
262,262,let me know the conclusion of this audio,voice_summary
263,263,extract the essential points,voice_summary
264,264,give a tothepoint summary,voice_summary
265,265,summarize the important information,voice_summary
266,266,what does this audio mainly talk about,voice_summary
267,267,help me quickly understand this voice note,voice_summary
268,268,tell me the important topics mentioned,voice_summary
269,269,i need a small note on this voice message,voice_summary
270,270,capture the summary in 12 lines,voice_summary
271,271,point out the major themes of the audio,voice_summary
272,272,what are the speakers key arguments,voice_summary
273,273,can you make this audio more digestible,voice_summary
274,274,give me the quick points,voice_summary
275,275,whats the voice all about,voice_summary
276,276,provide quick notes from the voice memo,voice_summary
277,277,summarize this speech recording,voice_summary
278,278,give a brief summary in plain words,voice_summary
279,279,share whats being said without the extra detail,voice_summary
280,280,highlight the summary points,voice_summary
281,281,make this voice content easy to understand,voice_summary
282,282,can you give me a 2line summary,voice_summary
283,283,condense this audio into essentials,voice_summary
284,284,can you give the conclusion of this voice file,voice_summary
285,285,just want the gist of this clip,voice_summary
286,286,outline the main discussion here,voice_summary
287,287,i need to know the context of this audio,voice_summary
288,288,pull out the main statements,voice_summary
289,289,whats the audios intent,voice_summary
290,290,extract a few key lines that summarize this,voice_summary
291,291,whats the point being made here,voice_summary
292,292,tell me what to understand from this voice,voice_summary
293,293,i need the summarized version of this,voice_summary
294,294,help me grasp the message quickly,voice_summary
295,295,boil this down to the basics,voice_summary
296,296,give a brief message summary,voice_summary
297,297,condense this message for clarity,voice_summary
298,298,share a small explanation of whats said,voice_summary
299,299,can you explain this audio in a few words,voice_summary
300,300,interpret the message in summary form,voice_summary
301,301,write a few lines summarizing this voice,voice_summary
302,302,give a compact version of the discussion,voice_summary
303,303,tell me what to know from this audio,voice_summary
304,304,whats the final takeaway from the audio,voice_summary
305,305,i need a crisp version of this audio,voice_summary
306,306,give the short form of what was said,voice_summary
307,307,can you help summarize this in points,voice_summary
308,308,what should i understand from this clip,voice_summary
309,309,summarize this in a few bullet points,voice_summary
310,310,give a short extract of the voice file,voice_summary
311,311,whats the meaning of this recording,voice_summary
312,312,summarize this conversation for me,voice_summary
313,313,help me find the main focus of the audio,voice_summary
314,314,tell me what this talk is centered on,voice_summary
315,315,provide a light summary of the content,voice_summary
316,316,write a few words on what the audio is about,voice_summary
317,317,can you share whats said in brief,voice_summary
318,318,whats the key takeaway from this,voice_summary
319,319,tell me what was spoken about,voice_summary
320,320,extract and share the summary,voice_summary
321,321,summarize this audio in simple terms,voice_summary
322,322,what is this audio generally saying,voice_summary
323,323,give me a summary explanation of the voice message,voice_summary
324,324,explain briefly whats discussed in this audio clip,voice_summary
325,325,tell me the essence of what im hearing,voice_summary
326,326,make this voice message easy to understand,voice_summary
327,327,can you summarize the voice recording,voice_summary
328,328,condense the message in this voice clip,voice_summary
329,329,quick summary of this conversation please,voice_summary
330,330,wrap up the voice clip content for me,voice_summary
331,331,break down this voice message into a short description,voice_summary
332,332,need a summary note of this voice,voice_summary
333,333,write down the main message from this audio,voice_summary
334,334,can you tell me what this speaker is getting at,voice_summary
335,335,whats the short version of this message,voice_summary
336,336,capture the important message from this audio,voice_summary
337,337,provide a small recap of the audio,voice_summary
338,338,summarize the vocal message here,voice_summary
339,339,tell me what the speaker is conveying,voice_summary
340,340,i want a quick summary of the content,voice_summary
341,341,what did the person talk about,voice_summary
342,342,boil this voice note down to a few points,voice_summary
343,343,distill this voice content into main ideas,voice_summary
344,344,what are the major insights from this voice recording,voice_summary
345,345,help me understand what the audio says,voice_summary
346,346,short explanation of this audio please,voice_summary
347,347,put this audio into a few sentences,voice_summary
348,348,whats this speaker explaining,voice_summary
349,349,tell me briefly what this person said,voice_summary
350,350,i need a tldr for this voice clip,voice_summary
351,351,give a quick brief on the voice message,voice_summary
352,352,compress this audio into summary form,voice_summary
353,353,break down what was said here,voice_summary
354,354,convert this long voice to a few sentences,voice_summary
355,355,tell me the voice content concisely,voice_summary
356,356,summarize the talk in this recording,voice_summary
357,357,what is the person trying to tell us,voice_summary
358,358,outline what was spoken,voice_summary
359,359,give a short recap of the speakers points,voice_summary
360,360,please summarize this audio clip fast,voice_summary
361,361,i want a fast summary of this voice message,voice_summary
362,362,turn this speech into summary format,voice_summary
363,363,make this long audio brief,voice_summary
364,364,give me the audios crux,voice_summary
365,365,highlight the speakers message,voice_summary
366,366,pick out the top lines from the audio,voice_summary
367,367,share the takeaway from this voice clip,voice_summary
368,368,i need a oneliner from this voice note,voice_summary
369,369,whats the important idea conveyed,voice_summary
370,370,briefly explain whats in this voice memo,voice_summary
371,371,short summary of the audio message,voice_summary
372,372,whats this audio content about in short,voice_summary
373,373,share the short conclusion of the audio,voice_summary
374,374,list the speakers points in short,voice_summary
375,375,can i get a summary breakdown,voice_summary
376,376,whats the overall message of the voice,voice_summary
377,377,help summarize the topic of discussion,voice_summary
378,378,voice summary needed,voice_summary
379,379,audio gist please,voice_summary
380,380,summarize recording,voice_summary
381,381,key takeaway from this message,voice_summary
382,382,what is heshe discussing here,voice_summary
383,383,overview of the audio,voice_summary
384,384,extract voice highlights,voice_summary
385,385,main focus of the audio,voice_summary
386,386,summary of audio speech,voice_summary
387,387,tell me the brief of this voice,voice_summary
388,388,what did they mean in this clip,voice_summary
389,389,interpret this audio message shortly,voice_summary
390,390,make a short paragraph from this audio,voice_summary
391,391,list important discussion points,voice_summary
392,392,make this voice note understandable in short,voice_summary
393,393,whats being expressed in the voice,voice_summary
394,394,translate this audio into a summary,voice_summary
395,395,quick interpretation of this clip,voice_summary
396,396,give short key notes from this audio,voice_summary
397,397,voice to summary conversion please,voice_summary
398,398,speakers message in one line,voice_summary
399,399,audio summary output,voice_summary
400,400,voice content summarized,voice_summary
401,401,tell me the voice message meaning,voice_summary
402,402,extract speakers motive,voice_summary
403,403,whats conveyed in the audio clip,voice_summary
404,404,simplify this audio message,voice_summary
405,405,tell me the central idea,voice_summary
406,406,whats being explained,voice_summary
407,407,create a minisummary of the voice,voice_summary
408,408,write a small review of this audio,voice_summary
409,409,whats the message content,voice_summary
410,410,voice to text summary required,voice_summary
411,411,main points in brief,voice_summary
412,412,audio explained briefly,voice_summary
413,413,short outline of this voice,voice_summary
414,414,convert voice file to summary,voice_summary
415,415,speakers words summarized,voice_summary
416,416,whats the short story behind this voice,voice_summary
417,417,explain whats being talked about,voice_summary
418,418,give concise interpretation of the voice,voice_summary
419,419,narrate this audio in a line,voice_summary
420,420,what is the overall message of this voice,voice_summary
421,421,give me a simple explanation of the audio,voice_summary
422,422,can you tell me whats being talked about,voice_summary
423,423,please condense the content of this voice note,voice_summary
424,424,summarize whats being conveyed here,voice_summary
425,425,give me a summary without the fluff,voice_summary
426,426,i just want the summary of this voice clip,voice_summary
427,427,help me understand what the speaker is saying,voice_summary
428,428,can you tell me the topic of this audio,voice_summary
429,429,summarize this voice message in 2 lines,voice_summary
430,430,extract a concise summary from this voice,voice_summary
431,431,tell me what this audio is mainly about,voice_summary
432,432,what are the main takeaways from this recording,voice_summary
433,433,briefly explain the contents of this audio,voice_summary
434,434,can you outline the core ideas in this clip,voice_summary
435,435,give me an overview of whats being said,voice_summary
436,436,summarize the speech in simple terms,voice_summary
437,437,whats the most important point in this audio,voice_summary
438,438,list down what the speaker is highlighting,voice_summary
439,439,can i get a summary of this audio message,voice_summary
440,440,explain what this voice note is talking about,voice_summary
441,441,what is the essential summary here,voice_summary
442,442,tell me the focus of this conversation,voice_summary
443,443,quickly summarize whats being discussed,voice_summary
444,444,give a snapshot of this voice recording,voice_summary
445,445,can you provide a gist of the audio,voice_summary
446,446,i need the voice notes core meaning,voice_summary
447,447,whats the discussion mainly covering,voice_summary
448,448,share the summary of this voice in a few lines,voice_summary
449,449,help me extract the essence of this speech,voice_summary
450,450,tell me what this voice is essentially saying,voice_summary
451,451,can you extract the conclusion of this clip,voice_summary
452,452,summarize what this person is trying to explain,voice_summary
453,453,what is the highlight of the audio,voice_summary
454,454,break it down and give the main idea,voice_summary
455,455,can you quickly tell me what this is about,voice_summary
456,456,give the key summary of whats recorded,voice_summary
457,457,help me with a short description of the audio,voice_summary
458,458,whats the basic idea conveyed,voice_summary
459,459,tell me what message this clip conveys,voice_summary
460,460,whats the message in a nutshell,voice_summary
461,461,can you help me understand this in brief,voice_summary
462,462,highlight the important points discussed,voice_summary
463,463,share what this voice clip mainly covers,voice_summary
464,464,give me a very short recap of this audio,voice_summary
465,465,summarize the entire voice message,voice_summary
466,466,whats the conversation mainly about,voice_summary
467,467,extract and outline the key points,voice_summary
468,468,what do i need to understand from this,voice_summary
469,469,give a plain english summary of this,voice_summary
470,470,whats the person trying to highlight here,voice_summary
471,471,extract key points in bullet form,voice_summary
472,472,give a summary that captures the voices intent,voice_summary
473,473,tell me the essence without much detail,voice_summary
474,474,i want just the main idea of this message,voice_summary
475,475,help me extract key facts from the audio,voice_summary
476,476,share the key takeaway in one sentence,voice_summary
477,477,can you distill the message of this recording,voice_summary
478,478,whats the speakers core message,voice_summary
479,479,give me the meat of the message,voice_summary
480,480,summarize what the person is trying to get across,voice_summary
481,481,explain this voice in the simplest way,voice_summary
482,482,what should i take away from this recording,voice_summary
483,483,what are the primary takehome points,voice_summary
484,484,can you summarize the recordings contents,voice_summary
485,485,just give me the core discussion,voice_summary
486,486,what idea is being shared in this voice,voice_summary
487,487,i need a brief on this clip,voice_summary
488,488,whats the underlying message of this audio,voice_summary
489,489,can you break this voice down simply,voice_summary
490,490,give the general idea in a short paragraph,voice_summary
491,491,summarize this voice with key highlights,voice_summary
492,492,what should i learn from this voice,voice_summary
493,493,what is the audios main talking point,voice_summary
494,494,can you help decode this voice into summary,voice_summary
495,495,i need to know what the speaker meant,voice_summary
496,496,boil the audio down to a few lines,voice_summary
497,497,summarize this like a news headline,voice_summary
498,498,give the short and simple message,voice_summary
499,499,tell me the takeaway in plain terms,voice_summary
500,500,highlight only the essential parts,voice_summary
501,501,what is the speakers message in short,voice_summary
502,502,summarize this without the technicalities,voice_summary
503,503,help me figure out the important message,voice_summary
504,504,what does this recording aim to express,voice_summary
505,505,just want to know the big picture,voice_summary
506,506,sum this voice up in a few key phrases,voice_summary
507,507,what is the main intent of this voice note,voice_summary
508,508,whats the discussion summary here,voice_summary
509,509,provide a simplified overview of this audio,voice_summary
510,510,what does the person want to communicate,voice_summary
511,511,can you recap whats been said,voice_summary
512,512,just share what matters from this message,voice_summary
513,513,tell me what this message boils down to,voice_summary
514,514,whats the summary explanation,voice_summary
515,515,give me a quick note about this clip,voice_summary
516,516,help extract what the speaker really means,voice_summary
517,517,give the heart of the discussion,voice_summary
518,518,summarize the audio for quick reading,voice_summary
519,519,briefly tell me what the speaker is saying,voice_summary
520,520,need a summary of this audio speech,voice_summary
521,521,quickly summarize the conversation in this voice message,voice_summary
522,522,can you summarize the points discussed in this voice,voice_summary
523,523,id like a short description of the voice content,voice_summary
524,524,voice is too long just give me the summary,voice_summary
525,525,capture the key parts of this voice message,voice_summary
526,526,short version of what was said in the voice,voice_summary
527,527,provide a voice note summary,voice_summary
528,528,summarize this message from the speaker,voice_summary
529,529,give me a quick explanation of whats in this voice,voice_summary
530,530,i want to know what this voice clip is about,voice_summary
531,531,short summary of the spoken message,voice_summary
532,532,reduce this voice content to 2 lines,voice_summary
533,533,what are they mainly saying in this clip,voice_summary
534,534,tell me the idea in this voice file,voice_summary
535,535,whats the summary from this voice audio,voice_summary
536,536,give me a highlevel overview of this voice,voice_summary
537,537,whats the voice about in summary form,voice_summary
538,538,whats the short gist of this voice,voice_summary
539,539,summarize the voice info,voice_summary
540,540,give me the voice message highlights,voice_summary
541,541,short overview of this voice chat,voice_summary
542,542,key points from this voice message please,voice_summary
543,543,make a digest from the voice clip,voice_summary
544,544,can you give me a capsule version of this,voice_summary
545,545,voice summary in bullet points,voice_summary
546,546,summarize the voice into 3 key points,voice_summary
547,547,what did the speaker convey in brief,voice_summary
548,548,help me understand this audio quickly,voice_summary
549,549,extract the core message from this voice,voice_summary
550,550,turn this voice note into a brief summary,voice_summary
551,551,i need a summarized version of this voice,voice_summary
552,552,explain what this person is saying in brief,voice_summary
553,553,voice summarization request,voice_summary
554,554,turn long audio into a summary,voice_summary
555,555,give me a clear and concise summary of this,voice_summary
556,556,condense the speakers words,voice_summary
557,557,whats the voice summary in 12 lines,voice_summary
558,558,voice recording whats it about,voice_summary
559,559,shortly describe the contents of the voice note,voice_summary
560,560,highlight the key points in this voice,voice_summary
561,561,whats the short message in the clip,voice_summary
562,562,get me a compressed version of the audio message,voice_summary
563,563,speaker summary needed,voice_summary
564,564,tell me what the clip is communicating,voice_summary
565,565,summarize this voice log,voice_summary
566,566,outline the audio into short form,voice_summary
567,567,reduce audio conversation to main points,voice_summary
568,568,voice content in 23 lines summary,voice_summary
569,569,speakers intention in short,voice_summary
570,570,quick overview of the voice talk,voice_summary
571,571,audio message summary for notes,voice_summary
572,572,need executive summary of this voice,voice_summary
573,573,voice explanation summarized,voice_summary
574,574,voice summary in short form,voice_summary
575,575,can you brief the voice note,voice_summary
576,576,abridged form of the voice message,voice_summary
577,577,summarized explanation of the voice,voice_summary
578,578,short form of the voice content,voice_summary
579,579,distilled version of this voice talk,voice_summary
580,580,wrap up this voice message in a short note,voice_summary
581,581,give me a capsule summary of the voice,voice_summary
582,582,short narration of the voice,voice_summary
583,583,compressed voice message info,voice_summary
584,584,in a few words whats in this voice file,voice_summary
585,585,audio to bullet points summary,voice_summary
586,586,simplified version of the speakers message,voice_summary
587,587,quick recap of the voice,voice_summary
588,588,concise voice information summary,voice_summary
589,589,whats the key takeaway from this voice,voice_summary
590,590,summarize the voice discussion,voice_summary
591,591,can you compress this speakers ideas,voice_summary
592,592,main message from this voice audio,voice_summary
593,593,squeeze this voice into summary,voice_summary
594,594,short breakdown of the audio,voice_summary
595,595,whats the summary paragraph for this voice,voice_summary
596,596,whats the key message inside this clip,voice_summary
597,597,voice message summarized into one line,voice_summary
598,598,rephrase and summarize the voice,voice_summary
599,599,speakers speech into summary,voice_summary
600,600,shorten this voice message to its essence,voice_summary
601,601,convert voice speech into small summary,voice_summary
602,602,pull out the main summary from this voice,voice_summary
603,603,voice topic summarized,voice_summary
604,604,whats being conveyed overall,voice_summary
605,605,summarize speech into 2 lines,voice_summary
606,606,condensed speaker explanation,voice_summary
607,607,voice memo brief,voice_summary
608,608,short message outline from the speaker,voice_summary
609,609,what are the few key points in this voice,voice_summary
610,610,make a quick summary statement,voice_summary
611,611,speaker message extraction,voice_summary
612,612,voice clip idea summary,voice_summary
613,613,give me a short summary idea from this voice,voice_summary
614,614,give me the final thoughts of this voice note,voice_summary
615,615,what was the crux of this recording,voice_summary
616,616,give the summary in laymans terms,voice_summary
617,617,extract the summary message from the voice note,voice_summary
618,618,whats the message this audio is delivering,voice_summary
619,619,can you tell me the gist in one line,voice_summary
620,620,whats the essence of the speakers message,voice_summary
621,621,can you decode and summarize the voice,voice_summary
622,622,write a summary sentence for this audio,voice_summary
623,623,can you explain this voice briefly,voice_summary
624,624,break down this message into a short summary,voice_summary
625,625,highlight what matters in this recording,voice_summary
626,626,help me get the idea of this voice file,voice_summary
627,627,give me a short recap of this voice clip,voice_summary
628,628,whats the voice note trying to tell us,voice_summary
629,629,can you extract and summarize the voice idea,voice_summary
630,630,can you tell me whats conveyed here,voice_summary
631,631,describe the message briefly,voice_summary
632,632,provide the core of whats being discussed,voice_summary
633,633,give me the distilled message,voice_summary
634,634,share a summary snippet of the audio,voice_summary
635,635,give me a quick overview of whats being said,voice_summary
636,636,can you give me a brief about this voice note,voice_summary
637,637,tell me what this audio is mainly expressing,voice_summary
638,638,give the briefest form of this message,voice_summary
639,639,pick out the important info and summarize,voice_summary
640,640,summarize this voice chat,voice_summary
641,641,what does this voice message boil down to,voice_summary
642,642,extract the top points from this voice,voice_summary
643,643,what was the speaker mainly emphasizing,voice_summary
644,644,what conclusion can we draw from the audio,voice_summary
645,645,tell me what to note from this voice clip,voice_summary
646,646,give the key facts from this voice file,voice_summary
647,647,whats the concise idea of this audio clip,voice_summary
648,648,can you summarize this voice log,voice_summary
649,649,what theme is the speaker touching on,voice_summary
650,650,share the compact interpretation,voice_summary
651,651,can you provide a summary insight,voice_summary
652,652,list the summary in easy words,voice_summary
653,653,can you distill this audio to essentials,voice_summary
654,654,help simplify the voice message,voice_summary
655,655,can you tell the outcome of the discussion,voice_summary
656,656,write a oneline summary of the audio,voice_summary
